#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
148,0.2960000000000002,3405.7664593161426,504.28017757833004,233.7224067773019
149,0.2980000000000002,3404.264560618565,499.4065765365958,231.46360340609553
150,0.3000000000000002,3375.2642614293254,520.4288302734494,241.20694045903247
151,0.3020000000000002,3395.536666450218,516.6172396168113,239.4403547760547
152,0.3040000000000002,3377.557664662727,534.2130135372281,247.595596272039
153,0.3060000000000002,3374.405608811543,537.649956561625,249.18854128819268
154,0.3080000000000002,3404.823734252841,514.7076170518994,238.5552880973469
155,0.3100000000000002,3394.6541958573616,528.8855888843536,245.1264559663978
156,0.3120000000000002,3398.0438486422754,513.8626476339996,238.1636639669812
157,0.3140000000000002,3399.272291870915,508.7659569121897,235.80146359689843
158,0.3160000000000002,3362.4571900909177,536.7849148772657,248.78761411829663
159,0.3180000000000002,3386.2005871777765,519.3274470418692,240.69647435087552
160,0.32000000000000023,3387.0160138170577,522.3179945200682,242.0825251719548
161,0.32200000000000023,3382.740512205415,534.2213046401739,247.59943900990868
162,0.32400000000000023,3407.524814515502,529.8564681634307,245.57643645717536
163,0.32600000000000023,3389.775577794888,538.5902352891862,249.6243391184831
164,0.32800000000000024,3402.4818217951215,529.781211450696,245.54155668039934
165,0.33000000000000024,3413.598994926677,528.7868514657021,245.08069341583106
166,0.33200000000000024,3397.630705988162,543.1391963530332,251.73267923465477
167,0.33400000000000024,3385.5641192990697,556.3791818842292,257.8691117609305
168,0.33600000000000024,3372.392839451448,555.8734275735915,257.63470612696744
169,0.33800000000000024,3375.8872235977433,550.8590678302571,255.31066429512828
170,0.34000000000000025,3383.712997422681,555.4224753603339,257.4257000202229
171,0.34200000000000025,3410.042992184066,518.472291700542,240.30012927639078
172,0.34400000000000025,3410.5490563373423,529.5696285907179,245.44349283124234
173,0.34600000000000025,3396.2485527304343,549.5149564519525,254.6876992049224
174,0.34800000000000025,3379.4891062599017,559.7133090645075,259.4144039689615
175,0.35000000000000026,3363.1978427782997,573.2054302878678,265.6676956608901
176,0.35200000000000026,3382.4788152478977,561.7779056578875,260.37129758938147
177,0.35400000000000026,3394.6167793158784,547.5447396337986,253.77454846633225
178,0.35600000000000026,3371.8249882414348,564.5486704111099,261.65548411015004
179,0.35800000000000026,3374.4445572510704,558.0764402039349,258.65575243617855
180,0.36000000000000026,3371.0292415052063,559.1516078310087,259.1540682071761
181,0.36200000000000027,3384.6883243766024,533.530753403902,247.27938419887178
182,0.36400000000000027,3429.2211502586833,511.2509086020291,236.9531822554895
183,0.36600000000000027,3400.6406332693405,551.8498284034431,255.76985931408996
184,0.36800000000000027,3394.0383296200416,551.3761813938618,255.55033468479792
185,0.3700000000000003,3405.884874637366,538.2796423844993,249.48038636277496
186,0.3720000000000003,3375.5345449793494,556.4024727642536,257.87990655473226
187,0.3740000000000003,3447.020206091587,508.07383090257645,235.48067891419126
188,0.3760000000000003,3441.3729813505306,525.8577499128878,243.7231213853252
189,0.3780000000000003,3418.9998740822884,541.3497609719634,250.9033165854137
190,0.3800000000000003,3470.081505878956,506.3299802788533,234.67244376444978
191,0.3820000000000003,3437.1310836981393,536.0325244665146,248.43889825466428
192,0.3840000000000003,3436.6238678863265,525.6602964997292,243.631606213796
193,0.3860000000000003,3473.062420143953,513.0107537060976,237.76883048353085
194,0.3880000000000003,3404.370438612368,575.5710305534303,266.76409764558724
195,0.3900000000000003,3435.1752061901025,560.3466378226876,259.70793746130295
196,0.3920000000000003,3474.004887618252,526.8298871666193,244.17368491877818
197,0.3940000000000003,3409.823963271552,584.0423103868961,270.69034340973707
198,0.3960000000000003,3480.612761772307,550.0712874084711,254.94554596532194
199,0.3980000000000003,3459.234120357909,563.7586850374937,261.2893438352594
200,0.4000000000000003,3448.1179234987467,584.267410621047,270.7946722547544
201,0.4020000000000003,3515.5784651386894,532.6967184282839,246.89282793411033
202,0.4040000000000003,3442.9566934319555,590.7191208302975,273.78489337583244
203,0.4060000000000003,3439.8549914682626,589.8345220535994,273.37490193790796
204,0.4080000000000003,3412.861863756214,616.1992499530315,285.5943544023603
205,0.4100000000000003,3372.695213368763,635.2982015013695,294.4462845818035
206,0.4120000000000003,3410.8460870054223,594.3019662871957,275.44546085504356
207,0.4140000000000003,3462.0231847158684,543.2256511710584,251.77274907885007
208,0.4160000000000003,3451.803449606534,557.157425403595,258.22980995311104
209,0.4180000000000003,3467.351183394563,546.9002661276609,253.47584963648316
210,0.4200000000000003,3455.3854872008196,561.3380876667798,260.16745194167174
211,0.4220000000000003,3385.6021187646656,624.8453152105212,289.6016092400149
212,0.4240000000000003,3473.437129553069,558.479788556695,258.84269523498034
213,0.4260000000000003,3451.7188755424104,562.9590445794165,260.91872864805174
214,0.4280000000000003,3482.0060967422432,536.5787742584944,248.6920726243098
215,0.4300000000000003,3508.917341904842,528.2566003873944,244.83493408653626
216,0.43200000000000033,3451.0485855393454,570.0073529146612,264.1854594478481
217,0.43400000000000033,3469.7380802488296,564.5664569959044,261.6637277881516
218,0.43600000000000033,3445.101341368292,583.7216941341758,270.5417450599119
219,0.43800000000000033,3451.092996358533,584.2211995460093,270.77325447123286
220,0.44000000000000034,3449.1740081325515,586.1771413609385,271.679789070108
221,0.44200000000000034,3462.8771054205827,589.2251670211554,273.09247972284373
222,0.44400000000000034,3477.908745262899,579.9148999974132,268.77738245493583
223,0.44600000000000034,3464.0468875604092,579.3422439172864,268.51196937059524
224,0.44800000000000034,3514.1494338648736,562.1622553616762,260.5494349459697
225,0.45000000000000034,3460.4777030960067,598.1635076105595,277.2351975373394
226,0.45200000000000035,3493.045247361657,577.1886916011572,267.51384679345233
227,0.45400000000000035,3477.2854774698026,596.9366965740919,276.66659849091025
228,0.45600000000000035,3448.857179017865,610.1115215290338,282.7728305703189
229,0.45800000000000035,3500.5201118664227,586.0327105149627,271.6128486539757
230,0.46000000000000035,3444.2104125168516,614.300371363759,284.7142673122948
231,0.46200000000000035,3518.6921697143807,555.5411669239402,257.4807108636858
232,0.46400000000000036,3500.288372076244,564.0068156570196,261.404346740726
233,0.46600000000000036,3514.9736456327482,572.5247480133548,265.3522148894392
234,0.46800000000000036,3511.1900721468373,587.525609953329,272.3047736300615
235,0.47000000000000036,3475.612336177506,627.5671606957912,290.8631227913669
236,0.47200000000000036,3529.139960857934,600.0375188663602,278.103759183242
237,0.47400000000000037,3540.6707929080694,581.5075298165902,269.5155301969925
238,0.47600000000000037,3556.126905026973,573.3193163126707,265.72047924628316
239,0.47800000000000037,3468.4332657532177,643.5439449250698,298.2679993434471
240,0.48000000000000037,3507.7123381943784,614.9128849208355,284.9981534317752
241,0.4820000000000004,3508.472279187419,603.1827969998121,279.5615241480769
242,0.4840000000000004,3536.911077672743,571.7143540084362,264.97661567755455
243,0.4860000000000004,3570.4852273204706,563.5646750256419,261.1994246020136
244,0.4880000000000004,3485.2188277916393,642.7782596945763,297.9131216328773
245,0.4900000000000004,3525.0752007757656,629.7553806230426,291.8773130187347
246,0.4920000000000004,3460.7810224733657,660.6054206639528,306.1756057697276
247,0.4940000000000004,3527.7404028122655,592.6002278104424,274.6567437287779
248,0.4960000000000004,3535.8896229296333,592.042353272438,274.3981815534247
249,0.4980000000000004,3503.2105715909383,628.8330496996641,291.4498335879699
250,0.5000000000000003,3549.240832979918,584.7863601446152,271.03519357016035
251,0.5020000000000003,3514.598685349465,584.6981535926461,270.9943118370755
252,0.5040000000000003,3583.5082519195385,542.9721266850829,251.6552462388143
253,0.5060000000000003,3537.0695255670107,577.1427555829287,267.49255649251353
254,0.5080000000000003,3560.5249485682107,574.6542090177536,266.33917169086766
255,0.5100000000000003,3542.8591731015003,586.4555865377188,271.8088420842183
256,0.5120000000000003,3457.5737109297297,653.6921594012529,302.9714662202457
257,0.5140000000000003,3518.1887595906264,612.0344155058265,283.6640482469521
258,0.5160000000000003,3475.3052769760943,629.9153820723295,291.95147005579054
259,0.5180000000000003,3551.6535892478532,570.4465963840485,264.3890388177916
260,0.5200000000000004,3518.3800536404706,582.6746274083853,270.0564534183022
261,0.5220000000000004,3496.070011040323,604.3069219850004,280.08253054241584
262,0.5240000000000004,3494.580205185466,616.3928433433175,285.68408054097455
263,0.5260000000000004,3462.9730837458155,643.3770743804052,298.1906586367262
264,0.5280000000000004,3523.9051781065173,591.2309587076306,274.02211860476086
265,0.5300000000000004,3492.433507010468,611.8119149543345,283.56092429579127
266,0.5320000000000004,3516.62226658886,592.5748253911734,274.64497028450324
267,0.5340000000000004,3513.491080206015,598.5086114257574,277.3951453160989
268,0.5360000000000004,3521.611871192359,601.3281833678484,278.7019528601747
269,0.5380000000000004,3553.192546588496,583.5240959003568,270.45016276729643
270,0.5400000000000004,3517.918791778513,605.008883215487,280.40787362657505
271,0.5420000000000004,3527.885756022424,607.9451802298427,281.768780590049
272,0.5440000000000004,3509.3808398210786,607.2828967347741,281.46182723491285
273,0.5460000000000004,3568.975245840975,565.3908799812198,262.04582911375945
274,0.5480000000000004,3548.797844335564,567.918860219419,263.2174905270531
275,0.5500000000000004,3545.517559126147,588.202363781631,272.61843365593455
276,0.5520000000000004,3509.075877314561,622.1348967701197,288.3453918643759
277,0.5540000000000004,3489.9934981382794,640.0493746325374,296.64834539760807
278,0.5560000000000004,3591.912665461783,572.6956113800406,265.4314061784636
279,0.5580000000000004,3576.0837415825918,577.523806810379,267.66916508024906
280,0.5600000000000004,3599.2815972176722,568.3083815276623,263.39802480482473
281,0.5620000000000004,3556.1527047549716,622.6985428342596,288.6066290109835
282,0.5640000000000004,3479.1770072212785,704.3342097355053,326.44290613505416
283,0.5660000000000004,3538.318784843792,659.2614749260247,305.5527174500735
284,0.5680000000000004,3535.5429705950773,647.0511193051934,299.8934949975627
285,0.5700000000000004,3577.627246444241,614.1348067447543,284.637531872451
286,0.5720000000000004,3580.402484844566,603.229264691472,279.5830608675734
287,0.5740000000000004,3521.964980816596,648.5184418614954,300.57356566983145
288,0.5760000000000004,3548.7174048210836,638.3289337083697,295.8509601118219
289,0.5780000000000004,3542.595762786583,630.7033020444214,292.31665306399356
290,0.5800000000000004,3514.5323097967885,628.7880126610398,291.42895994365585
291,0.5820000000000004,3551.6419548356316,601.9282629340887,278.98007610736056
292,0.5840000000000004,3531.406599971593,620.4567507617176,287.5676093112504
293,0.5860000000000004,3481.258713820145,640.7587405368686,296.97712037988526
294,0.5880000000000004,3510.034415310376,624.3655282109976,289.37923886486425
295,0.5900000000000004,3465.0725123129196,650.8617814127356,301.6596503191279
296,0.5920000000000004,3518.410838107706,616.3922920823097,285.68382504402024
297,0.5940000000000004,3571.6712883833206,585.2059409916401,271.22965976130683
298,0.5960000000000004,3497.534747835376,623.3866166770458,288.92553560641784
299,0.5980000000000004,3563.528821533673,578.646388322115,268.18945610970536
300,0.6000000000000004,3510.321196952962,624.3619238138199,289.3775683086521
301,0.6020000000000004,3528.0822724151767,607.6621171664447,281.637587290394
302,0.6040000000000004,3589.031795974017,559.7110091559589,259.4133380135953
303,0.6060000000000004,3560.286240309604,576.3186461776495,267.11060050412897
304,0.6080000000000004,3570.413129645527,585.2798749357462,271.26392646487227
305,0.6100000000000004,3506.9361597179777,633.794347114861,293.74928223611295
306,0.6120000000000004,3488.995483364106,646.6088246698491,299.6885014815102
307,0.6140000000000004,3563.936648399449,584.8220690786839,271.0517438499157
308,0.6160000000000004,3585.899130681424,571.4909365326166,264.8730667527973
309,0.6180000000000004,3600.325337433849,555.2434148192406,257.3427095270725
310,0.6200000000000004,3586.586629514477,566.1806168034673,262.4118541907369
311,0.6220000000000004,3519.15064397467,621.6122199334204,288.1031430240056
312,0.6240000000000004,3537.0940759492914,616.585602723062,285.77342013464875
313,0.6260000000000004,3558.267697554209,605.3706994652748,280.57556723911733
314,0.6280000000000004,3534.814500879158,613.7634221613407,284.4654035546332
315,0.6300000000000004,3574.0253513241296,580.5467596203089,269.0702350364467
316,0.6320000000000005,3522.6840323582983,619.346867069602,287.0532034327369
317,0.6340000000000005,3535.7675753378244,616.5710335075855,285.7666676342384
318,0.6360000000000005,3588.7385548882994,582.0586731955409,269.7709726330333
319,0.6380000000000005,3508.88467283548,632.6873877942562,293.2362317373629
320,0.6400000000000005,3553.4808950788683,616.7677343934774,285.8578340264743
321,0.6420000000000005,3523.824755279009,640.5777685195208,296.8932439609132
322,0.6440000000000005,3518.835273580753,640.1960995579138,296.71634906742895
323,0.6460000000000005,3604.19944622846,567.6919251848012,263.1123112936997
324,0.6480000000000005,3534.5243396184924,629.5320039987564,291.7737830277351
325,0.6500000000000005,3550.376491070416,628.4011423196644,291.2496543288065
326,0.6520000000000005,3551.7961025518707,625.1640107035637,289.7493173613626
327,0.6540000000000005,3547.482394844421,628.1073113232851,291.11347033682546
328,0.6560000000000005,3620.2641260792843,576.4429968297482,267.1682342065529
329,0.6580000000000005,3567.089975036808,600.0363158825785,278.1032016275869
330,0.6600000000000005,3546.60483141815,621.1729735285044,287.89956229351117
331,0.6620000000000005,3563.4456691454507,613.6778049990535,284.42572194484376
332,0.6640000000000005,3529.568581913725,637.3844759991625,295.4132254184708
333,0.6660000000000005,3549.0900364081717,631.910393550992,292.8761125562761
334,0.6680000000000005,3540.2023176486946,636.5984827466309,295.0489354010154
335,0.6700000000000005,3531.3344466175295,624.6504884660244,289.5113114697416
336,0.6720000000000005,3615.954887130425,572.5750479996204,265.37552779042875
337,0.6740000000000005,3588.623878550843,595.7156936898828,276.1006913911114
338,0.6760000000000005,3573.567215512634,617.2227516695857,286.06872419750573
339,0.6780000000000005,3568.097447989636,613.2632503136992,284.2335852654544
340,0.6800000000000005,3518.1413658700294,647.384415589273,300.0479702538757
341,0.6820000000000005,3591.0110609216026,608.2805104330182,281.92419852165926
342,0.6840000000000005,3548.6824739800177,635.1631266325712,294.38368044855713
343,0.6860000000000005,3552.6041635862894,639.3343686359003,296.31695636067093
344,0.6880000000000005,3533.6495372677564,682.3643140215427,316.26035855292946
345,0.6900000000000005,3483.263313034211,709.0676450654864,328.63674588295123
346,0.6920000000000005,3558.981629527767,647.1251076310873,299.92778690585135
347,0.6940000000000005,3556.9040919930085,631.5487499758601,292.7084989745143
348,0.6960000000000005,3557.8463737313978,643.6338308602571,298.30965943250374
349,0.6980000000000005,3557.6795493784703,643.6331994608045,298.3093667932007
350,0.7000000000000005,3527.754490804986,670.5009343288839,310.7619515610137
351,0.7020000000000005,3543.679909262002,657.6938436627388,304.8261559707903
352,0.7040000000000005,3559.886042116337,647.0554004125297,299.89547919356085
353,0.7060000000000005,3544.504573415161,665.2421025037766,308.3246024728469
354,0.7080000000000005,3565.180597120092,649.2317310273647,300.9041589947084
355,0.7100000000000005,3586.7523754240356,630.0813269540668,292.0283817387725
356,0.7120000000000005,3563.6809918099425,632.9933248609304,293.37802661791693
357,0.7140000000000005,3633.1650556550703,588.7344480752945,272.8650426389024
358,0.7160000000000005,3567.2194129574455,642.1153683662415,297.6058865608301
359,0.7180000000000005,3567.7032362130813,657.4146070107818,304.6967361259151
360,0.7200000000000005,3565.487793211021,649.9149775952101,301.22082825786686
361,0.7220000000000005,3520.643649694637,707.3904552012682,327.8594064809346
362,0.7240000000000005,3619.885360519529,630.4041855931282,292.1780193837275
363,0.7260000000000005,3567.5971501703716,657.2747082039714,304.63189620698347
364,0.7280000000000005,3581.4342451697557,648.7506672292948,300.6811968524361
365,0.7300000000000005,3613.594471322238,612.4897702746093,283.8750948381716
366,0.7320000000000005,3589.786542355443,628.2309899181128,291.1707925559711
367,0.7340000000000005,3641.550460312992,606.9771649837494,281.3201275134983
368,0.7360000000000005,3604.4747916123706,634.4532351121306,294.0546618551534
369,0.7380000000000005,3572.522187664068,673.5916471853852,312.19442675951944
370,0.7400000000000005,3598.8256946742877,656.1346540600061,304.1035070094076
371,0.7420000000000005,3627.8350414192646,644.0433568395674,298.4994654208769
372,0.7440000000000005,3614.90406745522,647.7089814767241,300.19839916967646
373,0.7460000000000006,3632.424886456585,634.3005671054125,293.98390370213735
374,0.7480000000000006,3571.6356480041395,681.1893536150455,315.7157910956216
375,0.7500000000000006,3597.5951241854455,661.8688265383244,306.76116569221506
376,0.7520000000000006,3660.252889712003,609.891022503376,282.67063428091427
377,0.7540000000000006,3594.630031585355,649.9585249461234,301.2410114657675
378,0.7560000000000006,3627.924376520921,649.4795243516564,301.01900557149617
379,0.7580000000000006,3535.026197777257,724.5909717855975,335.8314551805444
380,0.7600000000000006,3536.5501184185377,716.6114909946918,332.13314710061985
381,0.7620000000000006,3567.1281739074147,691.8104063048959,320.6384077431792
382,0.7640000000000006,3500.994555829686,738.4247722476721,342.2431074378271
383,0.7660000000000006,3545.0693093553527,712.9170945100486,330.42087825410886
384,0.7680000000000006,3541.32452071238,707.9165218621492,328.1032264278079
385,0.7700000000000006,3560.543806271289,692.142886037007,320.7925045462041
386,0.7720000000000006,3585.6660011607564,663.1238447446376,307.3428381210967
387,0.7740000000000006,3554.307082209398,683.9373427629471,316.98942164070826
388,0.7760000000000006,3522.636260424868,709.0070337504148,328.6086539152984
389,0.7780000000000006,3532.9830173585906,717.9338881224394,332.74604812896644
390,0.7800000000000006,3523.8056636263027,722.8426921963692,335.02116730590234
391,0.7820000000000006,3547.9877733582507,693.7855420559645,321.55383829543393
392,0.7840000000000006,3594.336864579014,645.1477450430393,299.0113242652429
393,0.7860000000000006,3569.1167579470603,651.9193780124187,302.14982231808386
